"count"
"total transcripts" 411251
"genes_after_filtering" 15668
"genes_dropped" 395583
"DEGs_all-genes-normal" 15668
"DEGs_all-genes-apeglm" 15668
"DEGs_all-genes-ashr" 15668
"DEG_apeglm-p0.05" 15
"DEG_ashr-p0.05" 15
"DEG_normal-p0.05" 15
