"count"
"total transcripts" 411251
"genes_after_filtering" 17329
"genes_dropped" 393922
"DEGs_all-genes-normal" 17329
"DEGs_all-genes-apeglm" 17329
"DEGs_all-genes-ashr" 17329
"DEG_apeglm-p0.05" 32
"DEG_ashr-p0.05" 32
"DEG_normal-p0.05" 32
