"count"
"total transcripts" 411251
"genes_after_filtering" 29780
"genes_dropped" 381471
"DEGs_all-genes-normal" 29780
"DEGs_all-genes-apeglm" 29780
"DEGs_all-genes-ashr" 29780
"DEG_apeglm-p0.05" 1113
